Date,Employment,Close,Emp_Pct_Change,Price_Pct_Change,Target
2004-01-01,130756,1.2452058792114258,0.001278821340235492,-0.010957864643779236,1
2004-02-01,130820,1.253007173538208,0.0004894612866712666,0.006265063839662188,0
2004-03-01,131139,1.231299638748169,0.002438465066503692,-0.017324349970592623,0
2004-04-01,131412,1.198293685913086,0.0020817605746574763,-0.026805784551873435,1
2004-05-01,131697,1.2198989391326904,0.0021687517121724564,0.018030015073593253,0
2004-06-01,131794,1.218397855758667,0.0007365391770504104,-0.0012304981387152303,0
2004-07-01,131853,1.2016053199768066,0.00044766833088005775,-0.013782473190092737,1
2004-08-01,131940,1.2178043127059937,0.0006598257150007836,0.0134811260069152,1
2004-09-01,132091,1.2433944940567017,0.0011444596028498122,0.021013377177032666,1
2004-10-01,132431,1.283202886581421,0.0025739830874169645,0.03201589898861479,1
2004-11-01,132504,1.3298048973083496,0.0005512304520844946,0.03631694661401608,1
2004-12-01,132629,1.3565024137496948,0.0009433677473886792,0.020076265695353923,0
2005-01-01,132781,1.305193305015564,0.0011460540304155664,-0.03782456132333767,1
2005-02-01,133033,1.3217023611068726,0.0018978618928913171,0.01264874408094796,0
2005-03-01,133152,1.2966973781585693,0.0008945148948005244,-0.018918769977351424,0
2005-04-01,133519,1.292306900024414,0.002756248497957303,-0.0033858926593883787,0
2005-05-01,133689,1.2307995557785034,0.0012732270313589034,-0.047594997941084016,0
2005-06-01,133947,1.2091021537780762,0.0019298521194712759,-0.01762870477045564,1
2005-07-01,134300,1.2124004364013672,0.002635370706324247,0.0027278775519379295,1
2005-08-01,134503,1.234095573425293,0.001511541325390997,0.017894365898053488,0
2005-09-01,134554,1.2028049230575562,0.0003791736987279748,-0.02535512730257028,0
2005-10-01,134643,1.1988970041275024,0.0006614444758237248,-0.0032490047680547862,0
2005-11-01,134999,1.1804981231689453,0.0026440290249027942,-0.015346506743460386,1
2005-12-01,135158,1.184399127960205,0.0011777865021223022,0.003304541290406915,1
2006-01-01,135426,1.2148454189300537,0.0019828644993267197,0.025706107215971885,0
2006-02-01,135731,1.1930042505264282,0.002252152467030033,-0.017978557652924776,1
2006-03-01,136036,1.2115044593811035,0.0022470916739727453,0.015507244711418178,1
2006-04-01,136208,1.2624987363815308,0.0012643711958599813,0.0420916956644779,1
2006-05-01,136249,1.2816076278686523,0.0003010102196641107,0.015135770782543467,0
2006-06-01,136335,1.2782983779907227,0.0006311972931911658,-0.0025821084440899034,0
2006-07-01,136529,1.277400255203247,0.0014229654894193366,-0.0007025924486325774,1
2006-08-01,136693,1.2809016704559326,0.0012012099993408132,0.002741047873149549,0
2006-09-01,136829,1.2690999507904053,0.0009949302451479625,-0.00921360314982378,1
2006-10-01,136846,1.2766989469528198,0.00012424266785560079,0.005987705032753254,1
2006-11-01,137061,1.325100064277649,0.0015711091299708269,0.03791114376678317,0
2006-12-01,137249,1.3198009729385376,0.0013716520381434893,-0.003999012211956976,0
2007-01-01,137472,1.3023037910461426,0.0016247841514327455,-0.01325743975884297,1
